COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
1022,MATH F211,MATHEMATICS III,3,-,3,1,K Bhargav Kumar,F106,W F,9,02-Dec,FN
,,,,,,,K Bhargav Kumar,F106,Th,8,,
,,,,,,2,TSL Radhika,F102,T Th,3,,
,,,,,,,TSL Radhika,F102,F,10,,
,,,,,,3,Jagan Mohan J,F105,W F,9,,
,,,,,,,Jagan Mohan J,F105,Th,8,,
,,,,,,4,Kishore Kumar,G208,T Th,3,,
,,,,,,,Kishore Kumar,G208,T,7,,
,,,,,,5,PK Sahoo,F105,T Th,3,,
,,,,,,,PK Sahoo,F105,F,10,,
,,,,,,6,G Murali Mohan Reddy,F103,W F,9,,
,,,,,,,G Murali Mohan Reddy,F103,Th,8,,
,,,,,,7,SANTANU KOLEY,F104,W F,9,,
,,,,,,,Santanu Koley,F104,Th,8,,
,,Tutorial,,,,1,K Bhargav Kumar,I112,M,10,,
,,,,,,2,TSL Radhika,I113,M,10,,
,,,,,,3,Jagan Mohan J,I114,M,10,,
,,,,,,4,Santanu Koley,I122,M,10,,
,,,,,,5,PK Sahoo,J217,M,10,,
,,,,,,6,G Murali Mohan Reddy,I211,M,10,,
,,,,,,7,Kishore Kumar,I212,M,10,,
,,,,,,8,Kailash Chand Swami,I213,M,10,,
,,,,,,9,Shubham Atmaram Narawade,I221,M,10,,
,,,,,,10,Santanu Kumar Dash,J119,M,10,,
,,,,,,11,Ameya kolhatkar,J120,M,10,,
,,,,,,12,Lokesh Kumar Duchaniya,J121,M,10,,
,,,,,,13,Bhawna,G207,M,10,,
,,,,,,14,Subhendu Paul,J218,M,10,,
,,,,,,15,Mayuri Verma,G102,M,10,,
,,,,,,16,Sai Swagat Mishra,G103,M,10,,
,,,,,,17,Priyanka Vishwakarma,G107,M,10,,
,,,,,,18,Debasmita Mohanty,G108,M,10,,
,,,,,,19,Dheeraj Singh Rana,G203,M,10,,
,,,,,,20,Debismita Nayak,G205,M,10,,
1122,MATH F212,OPTIMIZATION,3,-,3,1,DK SATPATHI,G108,M W F,4,14-Dec,AN
,,,,,,2,K Venkata Ratnam,G108,M W F,3,,
,,,,,,3,PK Sahoo,G208,M W F,4,,
,,Tutorial,,,,1,DK Satpathi,I211,F,1,,
,,,,,,,Maheswaran S,,,,,
,,,,,,2,K Venkata Ratnam,I212,F,1,,
,,,,,,,A Gurucharan,,,,,
,,,,,,3,PK Sahoo,I222,F,1,,
,,,,,,,Akankshya Sahu,,,,,
1123,MATH F213,DISCRETE MATHEMATICS,3,-,3,1,B MISHRA,G108,M W F,2,06-Dec,AN
,,Tutorial,,,,,B Mishra,G108,T,1,,
,,,,,,,Ashwini S,,,,,
1124,MATH F214,ELEMENTARY REAL ANALYSIS,3,-,3,1,NIJJWAL KARAK,G108,T Th,2,16-Dec,AN
,,,,,,,Nijjwal Karak,G108,W,7,,
,,Tutorial,,,,,Nijjwal Karak,G108,Th,7,,
,,,,,,,Sangeeta Dhawan,,,,,
1125,MATH F215,ALGEBRA I,3,-,3,1,PRATYUSHA CHATTOPADHYAA,G108,T W F,8,04-Dec,AN
,,Tutorial,,,,,Pratyusha Chattopadhyaa,G108,Th,1,,
,,,,,,,Rabindranath chakrabortty,,,,,
1662,MATH F266,STUDY PROJECT,-,-,3,1,PRATYUSHA CHATTOPADHYAA,,,,,
1469,MATH F311,INTRODUCTION TO TOPOLOGY,3,-,3,1,SHARAN GOPAL,G108,W F,9,02-Dec,FN
,,,,,,,Sharan Gopal,G108,Th,8,,
,,Tutorial,,,,,Sharan Gopal,G108,T,10,,
,,,,,,,Jahir Abbas Sardar,,,,,
1470,MATH F312,ORDINARY DIFF EQUATIONS,3,-,3,1,K BHARGAV KUMAR,G108,T Th,3,13-Dec,FN
,,,,,,,K Bhargav Kumar,G108,T,7,,
,,Tutorial,,,,,K Bhargav Kumar,G108,F,10,,
,,,,,,,Sneha Pradhan,,,,,
1471,MATH F313,NUMERICAL ANALYSIS,3,-,3,1,G MURALI MOHAN REDDY,G108,M W F,1,10-Dec,AN
,,Tutorial,,,,,G Murali Mohan Reddy,G108,Th,10,,
,,,,,,,Sandhya Mel,,,,,
1475,MATH F314,ALGEBRA-II,3,-,3,1,DEBOPAM CHAKRABORTHY,I112,T Th,3,13-Dec,AN
,,,,,,,Debopam Chakraborthy,I112,F,10,,
