COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
1091,CS F222,DISCR STRUC FOR COMP SCI,3,-,3,1,RAMASWAMY VENKATAKRISHNAN,F102,T W F,8,16-Dec,FN
,,Tutorial,,,,1,NL Bhanumurthy,I111,T,9,,
,,,,,,,Suchit bhai patel,,,,,
,,,,,,2,NL Bhanumurthy,I112,Th,9,,
,,,,,,,Suchit bhai patel,,,,,
,,,,,,3,Apurba Das,I112,T,9,,
,,,,,,,Harsha Priya G,,,,,
,,,,,,4,Apurba Das,I111,Th,9,,
,,,,,,,Harsha Priya G,,,,,
1655,CS F266,STUDY PROJECT,-,-,3,1,NIKUMANI CHOUDHURY,,,,,
1316,CS F301,PRINCIPLES OF PROGG LANG,2,-,2,1,ARUNA MALAPATI,F102,T Th,9,12-Dec,AN
,,Tutorial,,,,1,Jabez J Christopher,I112,M,1,,
,,,,,,,Praneeta Krishnaprasad Maganti,,,,,
,,,,,,2,Jabez J Christopher,I112,W,1,,
,,,,,,,Praneeta Krishnaprasad Maganti,,,,,
,,,,,,3,R Gururaj,I113,M,1,,
,,,,,,,Madhusudan anand,,,,,
,,,,,,4,R Gururaj,I113,W,1,,
,,,,,,,Madhusudan anand,,,,,
2439,CS F317,REINFORCEMENT LEARNING,3,-,3,1,PARESH SAXENA,I113,T Th,2,16-Dec,AN
,,,,,,,S Shashank,,,,,
,,,,,,,Paresh Saxena,I113,W,7,,
,,,,,,,S Shashank,,,,,
2266,CS F320,FOUNDATIONS OF DATA,3,-,3,1,NL BHANUMURTHY,F106,M W F,2,06-Dec,FN
,,SCIENCE,,,,,Harsha Varun Marisetty,,,,,
,,,,,,,P. Priyanka Chowdary,,,,,
2624,CS F321,SYSTEM SECURITY,3,-,3,1,BARSHA MITRA,I113,M W F,3,11-Dec,FN
,,,,,,,Alekhya gorrela,,,,,
1317,CS F342,COMPUTER ARCHITECTURE,3,1,4,1,G GEETHAKUMARI,F102,M W F,5,07-Dec,AN
,,Practical,,,,1,Nikumani Choudhury,I015,Th,4 5,,
,,,,,,,Raziur rahman,,,,,
,,,,,,2,Nikumani Choudhury,I015,T,7 8,,
,,,,,,,Raziur rahman,,,,,
,,,,,,3,Aritra Mukherjee,I015,Th,7 8,,
,,,,,,,Asmita Biswas,,,,,
,,,,,,4,Aritra Mukherjee,I015,F,8 9,,
,,,,,,,Asmita Biswas,,,,,
,,Tutorial,,,,1,Rajib Ranjan Maiti,I112,M,8,,
,,,,,,2,Rajib Ranjan Maiti,I112,F,1,,
,,,,,,3,Tamoghna Ojha,I113,M,8,,
,,,,,,4,Tamoghna Ojha,I113,F,1,,
1314,CS F351,THEORY OF COMPUTATION,3,-,3,1,R GURURAJ,F102,T Th,10,02-Dec,AN
,,,,,,,R Gururaj,F102,F,7,,
,,Tutorial,,,,1,Raghunath Reddy M,I122,F,1,,
,,,,,,,Akella Amruta,,,,,
,,,,,,2,Raghunath Reddy M,I122,W,1,,
,,,,,,,Akella Amruta,,,,,
,,,,,,3,Sameera Muhamed Salam,I114,F,1,,
,,,,,,,K Simran,,,,,
,,,,,,4,Sameera Muhamed Salam,I114,M,1,,
,,,,,,,K Simran,,,,,
1670,CS F366,LABORATORY PROJECT,-,-,3,1,NIKUMANI CHOUDHURY,,,,,
1740,CS F367,LABORATORY PROJECT,-,-,3,1,NIKUMANI CHOUDHURY,,,,,
