COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
1009,EEE F111,ELECTRICAL SCIENCES,3,-,3,1,SUDHA RADHIKA,F105,T Th,1,10-Dec,FN
,,,,,,,Sudha Radhika,F105,M,7,,
,,,,,,2,Pratyush Chakraborty,F104,T Th,4,,
,,,,,,,Pratyush Chakraborty,F104,M,10,,
,,Tutorial,,,,1,Pratyush Chakraborty,I114,T,8,,
,,,,,,,Suhaib imtiaz,,,,,
,,,,,,2,Sudha Radhika,I122,W,7,,
,,,,,,,Suhaib imtiaz,,,,,
,,,,,,3,Sourav Nandi,I122,T,3,,
,,,,,,,Megha Y Bhat,,,,,
,,,,,,4,Arindam Kushagra,I210,T,3,,
,,,,,,,Megha Y Bhat,,,,,
,,,,,,5,Sudha Radhika,I114,T,3,,
,,,,,,6,Pratyush Chakraborty,I114,W,7,,
,,,,,,7,Arindam Kushagra,I210,Th,8,,
,,,,,,8,Kanika,I211,Th,3,,
,,,,,,9,Kanika,I213,W,7,,
1077,EEE F211,ELECTRICAL MACHINES,3,1,4,1,ANKUR BHATTACHARJEE,F105,T W F,8,16-Dec,FN
,,,,,,2,Mithun Mondal,F104,T W F,8,,
,,Practical,,,,1,Pratyush Chakraborty,WS,F,4 5,,
,,,,,,,Pam Paul Gyang,,,,,
,,,,,,,Pragada Dheeraj Abhinav,,,,,
,,,,,,2,Mithun Mondal,WS,M,6 7,,
,,,,,,,Kommanaboina Mahender,,,,,
,,,,,,,TO BE ANNOUNCED,,,,,
,,,,,,3,Alivelu Manga Parimi,WS,T,6 7,,
,,,,,,,Gudavalli durga k prasad,,,,,
,,,,,,,Kurakula Anudeep,,,,,
,,,,,,4,Sudha Radhika,WS,Th,4 5,,
,,,,,,,Gorityala Aishvaria,,,,,
,,,,,,,Pam Paul Gyang,,,,,
,,,,,,5,Ankur Bhattacharjee,WS,T,4 5,,
,,,,,,,Pragada Dheeraj Abhinav,,,,,
,,,,,,,TO BE ANNOUNCED,,,,,
,,,,,,6,Alivelu Manga Parimi,WS,M,8 9,,
,,,,,,,Gudavalli durga k prasad,,,,,
,,,,,,,Kurakula Anudeep,,,,,
,,,,,,7,Neha Tak,WS,M,4 5,,
,,,,,,,Gorityala Aishvaria,,,,,
,,,,,,,Swati patro,,,,,
