COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
1120,ECON F212,FUNDA OF FIN AND ACCOUNT,3,-,3,1,T NAGARAJU,F208,T Th,2,16-Dec,FN
,,,,,,,T Nagaraju,F208,W,7,,
,,,,,,2,Sunny Kumar Singh,G208,T Th,2,,
,,,,,,,Sunny Kumar Singh,G208,W,7,,
1121,ECON F213,MATHEMATIC & STAT METHOD,3,-,3,1,SUDATTA BANERJEE,F207,M W F,3,11-Dec,AN
,,,,,,,Archana Srivastava,,,,,
,,Tutorial,,,,,Sudatta Banerjee,F207,T,1,,
,,,,,,,Archana Srivastava,,,,,
1145,ECON F214,ECONOMIC ENV OF BUSINESS,3,-,3,1,SUDATTA BANERJEE,F207,T W F,8,04-Dec,AN
,,Tutorial,,,,,Sudatta Banerjee,F207,Th,1,,
1442,ECON F241,ECONOMETRIC METHODS,3,-,3,1,BHEEMESHWAR REDDY A,J219,M W,10,09-Dec,FN
,,,,,,,Bheemeshwar Reddy A,J219,Th,6,,
1443,ECON F242,MICROECONOMICS,3,-,3,1,VIVEKANANDA MUKHERJEE,J219,M W F,3,11-Dec,FN
1656,ECON F266,STUDY PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1446,ECON F311,INTERNATIONAL ECONOMICS,3,-,3,1,ARCHANA SRIVASTAVA,F207,T Th,3,13-Dec,FN
,,,,,,,Archana Srivastava,F207,F,10,,
,,Tutorial,,,,,Archana Srivastava,F207,T,10,,
1447,ECON F312,MONEY BANKING & FIN,3,-,3,1,SUNNY KUMAR SINGH,F207,M W F,1,10-Dec,AN
,,M   A  R   K  E  T   S    Tutorial,,,,,Sunny Kumar Singh,F207,Th,10,,
1448,ECON F313,ISSUES IN ECONOMIC DEV,3,-,3,1,DURGESH C PATHAK,F207,W F,9,02-Dec,FN
,,,,,,,Durgesh C Pathak,F207,Th,8,,
,,Tutorial,,,,,Durgesh C Pathak,F207,F,7,,
1923,ECON F315,FINANCIAL MANAGEMENT,3,-,3,1,NIVEDITA SINHA,F207,T Th,2,16-Dec,AN
,,,,,,,Nivedita Sinha,F207,W,7,,
,,,,,,2,Sravani Bharandev,J115,T Th,2,,
,,,,,,,Sravani Bharandev,J115,W,7,,
