COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
2281,CE F320,DESIGN OF REINFORCED,3,-,3,1,ARKAMITRA KAR,F109,M W F,5,07-Dec,AN
,,C   O   N   C  R   E  T   E Tutorial,,,,,Arkamitra Kar,F109,F,1,,
,,,,,,,Poojitha G,,,,,
1215,CE F323,INTRO TO ENVIRN ENGG,3,-,3,1,MURARI R R VARMA,F201,M W F,3,11-Dec,FN
1667,CE F366,LABORATORY PROJECT,-,-,3,1,V VINAYAKA RAM,,,,,
1737,CE F367,LABORATORY PROJECT,-,-,3,1,V VINAYAKA RAM,,,,,
1686,CE F376,DESIGN PROJECT,-,-,3,1,K RAJITHA,,,,,
1753,CE F377,DESIGN PROJECT,-,-,3,1,K RAJITHA,,,,,
1231,CE F417,APP OF AI IN CIVIL ENGG,3,-,3,1,ANMALA JAGADEESH,F201,T Th,2,16-Dec,AN
,,,,,,,Anmala Jagadeesh,F201,W,7,,
1218,CE F425,AIRPORT RAIL & WATERWAYS,3,-,3,1,SRIDHAR RAJU,F201,T Th,3,13-Dec,AN
,,,,,,,Sridhar Raju,F201,F,10,,
1234,CE F435,INTRODUCTION TO FEM,3,-,3,1,PN RAO,F201,M W F,2,06-Dec,FN
304,CE G534,PAVEMENT MATERIAL CHARAC,3,1,4,1,AKSHAY GUNDLA,F202,T Th,3,13-Dec,FN
,,,,,,,Akshay Gundla,F202,M,7,,
,,Practical,,,,,Akshay Gundla,LAB,W,8 9,,
