COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
1679,MATH F366,LABORATORY PROJECT,-,-,3,1,JHUMA SEN GUPTA,,,,,
1747,MATH F367,LABORATORY PROJECT,-,-,3,1,JHUMA SEN GUPTA,,,,,
1696,MATH F376,DESIGN PROJECT,-,-,3,1,FARIDA PARVEZ BARBHUIYA,,,,,
1763,MATH F377,DESIGN PROJECT,-,-,3,1,FARIDA PARVEZ BARBHUIYA,,,,,
1882,MATH F420,MATHEMATICAL MODELLING,3,-,3,1,SANTANU KOLEY,I111,M W F,2,06-Dec,FN
1480,MATH F421,COMBINATORIAL,3,-,3,1,SAJITH P,I112,T Th,2,16-Dec,AN
,,MATHEMATICS,,,,,Sajith P,I112,W,7,,
2273,MATH F432,APPLIED STATISTICAL,3,-,3,1,FARIDA PARVEZ BARBHUIYA,J120,T Th,2,16-Dec,AN
,,METHODS,,,,,Farida Parvez Barbhuiya,J120,W,7,,
1013,ME F112,WORKSHOP PRACTICE,1,1,2,1,SUJITH R,F105,T,7,16-Dec,AN
,,,,,,2,Prabakaran Saravanan,F104,T,7,,
,,Practical,,,,1,Ahsan Ul Haq,WS,M,2 3 4,,
,,,,,,,Pichika S V V S Narayana,,,,,
,,,,,,,Vishista kaushik,,,,,
,,,,,,2,Bagadi Ramana Murthy,WS,W,2 3 4,,
,,,,,,,Pichika S V V S Narayana,,,,,
,,,,,,,Vishista kaushik,,,,,
,,,,,,3,KRC Murthy,WS,F,2 3 4,,
,,,,,,,Mrinmoy saha,,,,,
,,,,,,,Shine jude hamilton a,,,,,
,,,,,,4,Mrinmoy saha,WS,W,7 8 9,,
,,,,,,,Akashjyoti barman,,,,,
,,,,,,,Shine jude hamilton a,,,,,
,,,,,,5,Y S Prasanna,WS,Th,8 9 10,,
,,,,,,,G Prashanth Kumar Reddy,,,,,
,,,,,,,Himanshu shukla,,,,,
,,,,,,6,Y S Prasanna,WS,F,8 9 10,,
,,,,,,,G Prashanth Kumar Reddy,,,,,
,,,,,,,Himanshu shukla,,,,,
1083,ME F211,MECHANICS OF SOLIDS,3,-,3,1,AMIT KUMAR GUPTA,F107,M W F,2,06-Dec,AN
,,,,,,2,Aritra Chatterjee,F108,M W F,2,,
,,Tutorial,,,,1,Amit Kumar Gupta,F201,T,1,,
,,,,,,,TO BE ANNOUNCED,,,,,
,,,,,,2,Aritra Chatterjee,F202,T,1,,
,,,,,,,TO BE ANNOUNCED,,,,,
,,,,,,3,Huzef Ur Rahman,F203,T,1,,
,,,,,,4,TO BE ANNOUNCED,F204,T,1,,
1082,ME F212,FLUID MECHANICS,3,-,3,1,SAYAN DAS,F107,M W F,3,11-Dec,AN
,,,,,,2,Supradeepan K,F108,M W F,3,,
,,Tutorial,,,,1,Sayan Das,F202,Th,1,,
,,,,,,,Suhas shreekrishna,,,,,
,,,,,,2,Supradeepan K,F203,Th,1,,
,,,,,,,Suhas shreekrishna,,,,,
,,,,,,3,Jeevan Jaidi,F204,Th,1,,
,,,,,,,Suhas shreekrishna,,,,,
,,,,,,4,Sibin V Mathew,F201,Th,1,,
