COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
2184,ECON F345,BEHAVIORAL ECONOMICS,3,-,3,1,DUSHYANT KUMAR,J220,M W,10,09-Dec,FN
,,,,,,,Dushyant Kumar,J220,Th,6,,
1565,ECON F354,DERIVATIVES & RISK MGMT,3,-,3,1,ACV SUBRAHMANYAM,F208,M W,10,09-Dec,FN
,,,,,,,ACV Subrahmanyam,F208,Th,6,,
1547,ECON F355,BUSS ANAL & VALUATION,3,-,3,1,SRAVANI BHARANDEV,F208,M W F,2,06-Dec,FN
,,,,,,2,Nivedita Sinha,J119,M W F,2,,
1684,ECON F366,LABORATORY PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1741,ECON F367,LABORATORY PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1690,ECON F376,DESIGN PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1757,ECON F377,DESIGN PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1566,ECON F412,SECUR ANAL & PORTFOL MGT,3,-,3,1,SHREYA BISWAS,F208,M W F,3,11-Dec,FN
,,,,,,2,C H Yaganti,G208,M W F,3,,
1553,ECON F415,NEW VENTURE CREATION,3,-,3,1,ARCHANA SRIVASTAVA,F101,T Th,11 12,,
,,,,,,,Sudatta Banerjee,,,,,
1874,ECON F434,INTERNATIONAL BUSINESS,3,-,3,1,MINI THOMAS,J220,M W F,2,06-Dec,FN
